elapsed,x,y,z
6398.0,0.21792556345462802,-0.5311935544013977,9.72492790222168
6468.0,-0.0,-0.5311935544013977,9.57510471343994
6538.0,0.19068486988544464,-0.6401563286781311,9.874752044677734
6608.0,0.10896278172731401,-0.3813697397708893,9.643206596374512
6678.0,0.14982382953166962,-0.6810173988342285,9.684066772460938
6748.0,0.0272406954318285,-0.5720546245574951,9.684066772460938
6818.0,0.7218784093856812,-0.6129156351089478,10.1471586227417
6888.0,-0.14982382953166962,0.4903325140476227,10.90989875793457
6958.0,-3.1735410690307617,0.6401563286781311,11.03248119354248
7028.0,-2.0566725730896,2.0975334644317627,8.417374610900879
7098.0,-0.4903325140476227,2.451662540435791,9.11201286315918
7168.0,-0.6810173988342285,0.7218784093856812,7.463950634002685
7238.0,1.9477096796035769,-0.6129156351089478,8.921327590942383
7308.0,0.7627394795417786,0.5720546245574951,10.065437316894533
7378.0,0.2587866187095642,0.7218784093856812,9.915613174438477
7448.0,-0.40861043334007263,1.0215260982513428,9.384419441223145
7518.0,0.34050869941711426,1.0623871088027954,10.296982765197754
7588.0,-0.4903325140476227,0.34050869941711426,11.563674926757812
7658.0,-2.6695880889892583,1.2530720233917236,10.90989875793457
7728.0,-6.156397342681885,1.906848669052124,8.730643272399902
7798.0,-8.989429473876953,3.745595693588257,4.5083351135253915
7868.0,-7.354987621307372,4.44023323059082,3.636632919311523
7938.0,-5.706925868988037,5.202972888946533,3.936280488967896
8008.0,-3.3642258644104004,5.775027275085449,4.5083351135253915
8078.0,-2.138394594192505,6.0882954597473145,5.202972888946533
8148.0,-1.906848669052124,6.3879432678222665,5.51624059677124
8218.0,-3.0918190479278564,7.15068244934082,4.699019908905028
8288.0,-3.9771416187286377,6.769312858581543,4.549196243286133
8358.0,-1.7161637544631958,5.243834018707275,6.810173988342285
8428.0,-1.4846179485321045,7.314126491546631,3.323364734649658
8498.0,0.19068486988544464,6.9327569007873535,2.6423475742340092
8568.0,-0.4903325140476227,3.4459478855133057,7.232404708862305
8638.0,-1.6072009801864624,3.255263090133667,9.57510471343994
8708.0,-0.0272406954318285,3.704734563827514,10.719213485717773
8778.0,-3.323364734649658,1.2258312702178955,10.18801975250244
8848.0,0.4903325140476227,0.21792556345462802,12.054007530212402
8918.0,-0.06810174137353897,-0.8308411836624146,9.874752044677734
8988.0,0.6810173988342285,-1.6344417333602903,8.798744201660156
9058.0,-0.4494714736938477,-0.4903325140476227,9.5342435836792
9128.0,0.34050869941711426,-0.6810173988342285,9.874752044677734
15778.0,-0.19068486988544464,-0.4494714736938477,9.765789031982422
15849.0,-0.5311935544013977,-0.5311935544013977,9.72492790222168
15918.0,-0.06810174137353897,-0.29964765906333923,8.771504402160645
15988.0,-0.0272406954318285,-0.3813697397708893,10.991621017456056
16058.0,-0.7627394795417786,-0.0272406954318285,10.800935745239258
16128.0,-1.7978858947753906,-0.10896278172731401,10.378705024719238
16198.0,-1.6753027439117432,1.7978858947753906,9.57510471343994
16268.0,-1.2939330339431765,2.410801649093628,8.989429473876953
16338.0,-1.2939330339431765,2.0975334644317627,8.185829162597656
16408.0,-1.3347940444946291,1.5254789590835571,8.267551422119139
16478.0,-0.4494714736938477,0.6810173988342285,9.30269718170166
16548.0,0.29964765906333923,0.5311935544013977,9.5342435836792
16618.0,0.6401563286781311,0.14982382953166962,9.806650161743164
16688.0,0.6810173988342285,0.21792556345462802,10.106298446655273
16758.0,0.34050869941711426,0.5720546245574951,9.643206596374512
16828.0,0.8036004900932312,0.40861043334007263,9.806650161743164
16898.0,1.2258312702178955,-0.7218784093856812,11.141444206237793
16968.0,-1.8387469053268437,-1.3347940444946291,11.52281379699707
17038.0,-2.3699405193328857,0.3813697397708893,11.141444206237793
17108.0,-6.891895771026611,1.7570248842239382,8.226690292358397
17178.0,-7.354987621307372,3.214401960372925,6.42880392074585
