elapsed,x,y,z
663.0,1.4165161848068235,2.22011661529541,8.839605331420898
665.0,1.2530720233917236,0.9942854046821594,9.220975875854492
668.0,-0.19068486988544464,0.2587866187095642,9.030290603637695
696.0,-0.6810173988342285,-0.5720546245574951,9.765789031982422
758.0,-2.9419951438903813,-0.0272406954318285,9.452521324157717
828.0,-2.451662540435791,0.2587866187095642,8.376513481140138
898.0,-2.7513103485107417,0.8717022538185121,9.030290603637695
968.0,-2.329079389572144,0.4903325140476227,9.493382453918457
1038.0,-2.6423475742340092,0.40861043334007263,9.57510471343994
1108.0,-2.860273122787476,0.0,9.411660194396973
1178.0,-2.6423475742340092,-0.8036004900932312,10.024576187133787
1248.0,-0.6401563286781311,-1.7161637544631958,11.863323211669922
1318.0,1.8387469053268437,0.4903325140476227,10.569390296936037
1388.0,3.827317714691162,3.282503843307495,9.384419441223145
1458.0,2.860273122787476,5.012288093566895,7.354987621307372
1529.0,2.451662540435791,5.162111759185791,6.00657320022583
1598.0,1.3756551742553709,5.666064739227295,6.769312858581543
1668.0,0.14982382953166962,5.51624059677124,6.701210975646973
1738.0,1.8387469053268437,5.311935424804688,6.537766933441162
1808.0,1.3347940444946291,5.2846951484680185,6.810173988342285
1878.0,4.903325080871582,5.897610664367676,5.706925868988037
1948.0,3.473188638687134,5.706925868988037,7.000858783721924
2018.0,1.2530720233917236,6.0882954597473145,7.504811763763428
2088.0,-0.14982382953166962,6.197257995605469,4.549196243286133
2158.0,1.4846179485321045,3.895419359207153,6.742072105407715
2228.0,3.214401960372925,2.982856035232544,9.684066772460938
2298.0,2.6695880889892583,1.7978858947753906,10.065437316894533
2368.0,2.329079389572144,0.3813697397708893,11.141444206237793
2438.0,1.8387469053268437,-0.8717022538185121,10.024576187133787
2508.0,0.5311935544013977,-0.7218784093856812,6.1291565895080575
2578.0,2.5197644233703613,-5.5843424797058105,13.48414421081543
2648.0,-0.6129156351089478,-0.34050869941711426,9.833890914916992
2718.0,0.6810173988342285,-0.4903325140476227,9.684066772460938
2788.0,-0.6810173988342285,-0.10896278172731401,9.30269718170166
2858.0,0.14982382953166962,0.06810174137353897,9.915613174438477
2928.0,0.6129156351089478,-0.14982382953166962,9.72492790222168
2999.0,0.0272406954318285,0.0,9.643206596374512
3068.0,0.6129156351089478,-0.21792556345462802,9.72492790222168
3138.0,-1.0215260982513428,-3.5140497684478764,10.760074615478516
3208.0,0.8717022538185121,-1.5254789590835571,9.915613174438477
8398.0,0.21792556345462802,-0.06810174137353897,9.72492790222168
